City,Country,Wind Speed,Cloudiness,Max Temperature,Humidity,Lattitude,Longitude,Date
Medicine Hat,CA,1.99,40,88.23,26,50.0501,-110.6683,1627264504
Malé,MV,11.5,90,80.55,89,4.1748,73.5089,1627264700
Smithers,CA,3.44,75,61.12,67,54.7804,-127.1743,1627264467
Taoudenni,ML,7.07,0,97.7,7,22.6783,-3.9836,1627264153
Musāfir-Khāna,IN,7.81,100,84.06,72,26.3667,81.8,1627264701
Harper,LR,7.02,58,75.76,77,4.375,-7.7169,1627264701
Asău,RO,3.96,4,63.75,82,46.4333,26.4,1627264234
North Bend,US,24.16,90,65.91,90,43.4065,-124.2243,1627264701
San Luis,AR,12.41,0,47.01,55,-33.295,-66.3356,1627264702
Goundi,TD,0.38,100,71.98,97,9.3627,17.366,1627264702
Maradi,NE,13.98,100,80.26,71,13.5,7.1017,1627264702
Trincomalee,LK,23.17,100,82.27,74,8.5711,81.2335,1627264299
Nantucket,US,16.11,90,73.99,89,41.2835,-70.0995,1627264703
Saint-Joseph,RE,11.68,29,64.76,70,-21.3667,55.6167,1627264138
Jales,BR,6.73,0,64.85,37,-20.2689,-50.5458,1627264463
Moose Factory,CA,12.66,1,59,88,51.2585,-80.6094,1627264703
Toppenish,US,7,0,99.7,21,46.3774,-120.3087,1627264108
Salalah,OM,4.61,75,78.89,83,17.0151,54.0924,1627264178
Ancud,CL,7.16,7,38.73,79,-41.8697,-73.8203,1627264704
Poconé,BR,6.02,6,76.68,36,-16.2567,-56.6228,1627264704
Marsh Harbour,BS,14.07,91,82.45,78,26.5412,-77.0636,1627264704
Mamlyutka,KZ,11.95,0,54.99,58,54.9375,68.5394,1627264705
Mauá,BR,4.56,0,67.35,47,-23.6678,-46.4614,1627264705
Hasaki,JP,20.47,99,82.29,65,35.7333,140.8333,1627264705
San Andrés,CO,10.36,75,82.42,83,12.5847,-81.7006,1627264422
Omboué,GA,2.75,97,73.06,83,-1.5746,9.2618,1627264425
Palmar,CR,2.46,100,79.23,94,9.8728,-84.4553,1627264706
West Bay,KY,2.3,20,84.27,75,19.3667,-81.4167,1627264706
Ngama,TD,1.41,100,73.89,90,11.7833,17.1667,1627264706
Maputo,MZ,5.64,14,55.81,84,-25.9653,32.5892,1627264448
Yar-Sale,RU,6.26,89,51.69,68,66.8333,70.8333,1627264707
Salme,NP,1.1,100,66.49,95,28.0369,85.0942,1627264707
Kismayo,SO,21.74,88,74.98,78,-0.3582,42.5454,1627264707
Raudeberg,NO,6.42,100,63.27,87,61.9875,5.1352,1627264708
Lucapa,AO,5.37,100,61.16,41,-8.4192,20.7447,1627264708
Velyka Bilozerka,UA,7.78,27,68.95,59,47.2776,34.7062,1627264708
Crawfordsville,US,0,1,78.62,88,40.0411,-86.8745,1627264708
Tandil,AR,3,87,44.11,84,-37.3217,-59.1332,1627264638
Mfou,CM,4.09,97,66.49,93,3.7159,11.6427,1627264709
Huesca,ES,9.22,0,65.05,70,42.1362,-0.4087,1627264436
Honiara,SB,5.64,87,84.15,71,-9.4333,159.95,1627264266
Trairi,BR,10.54,5,77.32,82,-3.2778,-39.2689,1627264474
Porto Belo,BR,6.78,5,66.96,86,-27.1578,-48.5531,1627264709
Los Llanos de Aridane,ES,14.97,90,67.75,94,28.6585,-17.9182,1627264710
Ofakim,IL,5.01,10,76.75,83,31.3141,34.6203,1627264710
Belmonte,BR,7.23,51,66.7,86,-15.8631,-38.8828,1627264710
Dunedin,NZ,14,100,51.8,76,-45.8742,170.5036,1627264136
Yangi Marg`ilon,UZ,11.5,0,83.12,32,40.4272,71.7189,1627264711
Adrar,MR,8.95,0,88.39,20,20.5022,-10.0711,1627264711
High Level,CA,8.05,75,71.71,49,58.5169,-117.136,1627264236
Escobal,PA,2.48,100,77.88,95,9.1472,-79.9619,1627264711
Douglas,US,0,1,81.7,72,41.3,-96.167,1627264712
City of San Pedro,PH,17.27,75,87.31,73,14.35,121.0167,1627264151
Talaya,RU,1.36,100,60.8,88,61.3833,152.75,1627264712
Angoche,MZ,15.48,87,71.24,61,-16.2325,39.9086,1627264187
Marrakesh,MA,2.3,0,75.27,57,31.6315,-8.0083,1627264482
Osmeña,PH,10.09,100,84.61,74,10.5208,119.9258,1627264713
Kadyy,RU,4.59,92,55.94,62,57.787,43.1903,1627264245
Bintulu,MY,5.75,20,86.41,84,3.1667,113.0333,1627264713
Carutapera,BR,4.99,13,75.83,87,-1.195,-46.02,1627264206
Kiruna,SE,5.75,5,41.92,100,67.8557,20.2251,1627264288
Kayasula,RU,7.45,35,72.7,51,44.325,45,1627264714
Katsuura,JP,20.58,57,86.18,64,35.1333,140.3,1627264143
Nouakchott,MR,17.2,7,76.93,82,18.0858,-15.9785,1627264537
Maceió,BR,9.22,75,72.84,94,-9.6658,-35.7353,1627264242
Chapais,CA,4.5,73,53.38,90,49.7834,-74.8492,1627264155
Turaif,SA,11.5,0,80.85,47,31.6725,38.6637,1627264715
Chake Chake,TZ,15.32,23,74.53,68,-5.2459,39.7666,1627264715
Sarishābāri,BD,10.47,100,82.42,88,24.7333,89.8333,1627264716
Sotnikovo,RU,4.47,98,71.69,60,51.8845,107.4791,1627264716
Alugan,PH,10.2,100,89.28,57,12.2188,125.4808,1627264279
Goderich,CA,2.3,0,71.91,83,43.7501,-81.7165,1627264140
Iranshahr,IR,3.89,6,90.99,37,27.2025,60.6848,1627264716
Rovaniemi,FI,5.75,0,58.41,88,66.5,25.7167,1627264216
Tsabong,BW,11.63,79,43.45,56,-26.0217,22.401,1627264717
Yabassi,CM,0.78,100,76.64,96,4.457,9.9682,1627264717
Qaqortoq,GL,1.72,100,46.51,70,60.7167,-46.0333,1627264240
Srednekolymsk,RU,15.37,63,57.38,39,67.45,153.6833,1627264718
Makkah al Mukarramah,SA,4.21,33,84.61,36,21.4267,39.8261,1627264718
Omsukchan,RU,4.07,100,54,97,62.5333,155.8,1627264194
Mehamn,NO,13.76,100,44.74,81,71.0357,27.8492,1627264204
Roebourne,AU,2.84,80,77.22,34,-20.7833,117.1333,1627264453
Saint-François,FR,2.3,0,66.18,88,46.4154,3.9054,1627264718
Semey,KZ,11.18,40,77.22,44,50.4111,80.2275,1627264719
Deputatsky,RU,5.17,100,57.31,53,69.3,139.9,1627264719
‘Āhuimanu,US,12.66,75,91.11,66,21.4447,-157.8378,1627264235
Ukiah,US,6.91,1,97.52,20,39.1502,-123.2078,1627264438
Yārāda,IN,14.97,75,82.72,83,17.65,83.2667,1627264719
Ketchikan,US,1.21,97,57.51,87,55.3422,-131.6461,1627264720
Ula,IN,5.75,75,85.98,89,22.7225,88.5556,1627264720
Marsá Maţrūḩ,EG,11.5,0,77.2,69,31.3525,27.2453,1627264720
Guadalupe y Calvo,MX,4.43,100,52.84,98,26.1,-106.9667,1627264721
San Cristobal,VE,2.66,97,69.98,99,7.7669,-72.225,1627264440
La Ronge,CA,6.91,75,64.65,72,55.1001,-105.2842,1627264129
Mitsamiouli,KM,13.31,74,76.1,69,-11.3847,43.2844,1627264130
Bahile,PH,7.11,100,86.25,64,9.9995,118.7878,1627264721
Preobrazheniye,RU,5.95,9,81.61,70,42.9019,133.9064,1627264722
Cartagena,CO,2.3,75,82.02,78,10.3997,-75.5144,1627264186
Klaksvík,FO,8.9,100,50.92,95,62.2266,-6.589,1627264142
Luleå,SE,2.3,39,57.27,94,65.5842,22.1547,1627264722
Te Anau,NZ,1.59,100,46.8,92,-45.4167,167.7167,1627264446
Karlovac,HR,2.71,42,71.15,94,45.4872,15.5478,1627264722
Kawalu,ID,2.8,8,78.69,63,-7.3817,108.2082,1627264723
Puerto Baquerizo Moreno,EC,13.04,36,71.33,79,-0.9,-89.6,1627264723
Tura,IN,4.32,100,79.52,88,25.5198,90.2201,1627264723
Yerbogachën,RU,2.93,52,79.11,41,61.2767,108.0108,1627264435
Mogok,MM,2.01,100,66.54,99,22.9167,96.5,1627264724
Barão de Melgaço,BR,5.68,5,79.32,36,-16.1944,-55.9675,1627264724
Vanimo,PG,4.09,58,83.46,63,-2.6741,141.3028,1627263829
Lingen,DE,4.29,91,65.3,89,52.5167,7.3167,1627264724
Vao,NC,19.62,87,70.72,65,-22.6667,167.4833,1627264725
Chernyshevskiy,RU,4.18,2,81.09,38,63.0128,112.4714,1627264725
Juneau,US,2.73,90,60.84,86,58.3019,-134.4197,1627264725
Fécamp,FR,8.63,91,64.11,96,49.7579,0.3746,1627264725
Ilulissat,GL,10.36,40,50.02,43,69.2167,-51.1,1627264128
Gravdal,NO,3.98,100,53.4,91,68.1214,13.5031,1627264726
Port Blair,IN,19.24,89,83.35,82,11.6667,92.75,1627264726
Baruun-Urt,MN,13.87,100,66.25,56,46.6806,113.2792,1627264726
Deyang,CN,2.91,21,81.57,79,31.1302,104.382,1627264727
Yeppoon,AU,5.28,6,69.58,39,-23.1333,150.7333,1627264212
Macusani,PE,3.69,13,32.27,90,-14.0833,-70.4333,1627264727
Haines Junction,CA,9.22,100,64.35,45,60.7522,-137.5108,1627264727
Mogadishu,SO,19.37,6,76.28,76,2.0371,45.3438,1627264248
Ndélé,CF,2.98,100,70.45,97,8.4109,20.6473,1627264728
Banjar,ID,2.84,1,76.86,50,-8.19,114.9675,1627264728
Coahuayana Viejo,MX,3.02,29,81.88,86,18.7333,-103.6833,1627264230
Fairbanks,US,4.61,90,69.6,56,64.8378,-147.7164,1627264457
Cayenne,GF,0,90,77.09,91,4.9333,-52.3333,1627264729
Assaí,BR,3.98,0,67.86,48,-23.3733,-50.8414,1627264729
Gurupi,BR,3.67,43,72.41,44,-11.7292,-49.0686,1627264729
Knysna,ZA,8.52,91,66.58,44,-34.0363,23.0471,1627264729
Panevezys,LT,5.66,35,61.72,65,55.7333,24.35,1627264569
Biryusinsk,RU,6.87,15,73.56,56,55.9634,97.8235,1627264730
Krasnosel'kup,RU,11.12,100,59.07,76,65.7,82.4667,1627264237
Waipawa,NZ,13.91,98,55.02,83,-41.4122,175.5153,1627264292
Ilo,PE,7.36,59,59.97,88,-17.6394,-71.3375,1627264730
Safi,MA,11.88,0,68.5,90,32.2994,-9.2372,1627264731
Batticaloa,LK,4.85,100,82.54,68,7.7102,81.6924,1627264731
Rach Gia,VN,15.9,100,82.35,77,10.0167,105.0833,1627264731
Pangody,RU,10,99,52.18,68,65.85,74.4859,1627264731
Natal,BR,10.36,75,75.42,83,-5.795,-35.2094,1627264484
Basco,PH,28.72,100,82.89,87,20.4487,121.9702,1627264443
Hilton Head,US,4.61,20,82.98,83,32.2163,-80.7526,1627264732
Auki,SB,3.09,82,83.41,70,-8.7676,160.7034,1627264241
Amboasary,MG,4.94,1,58.84,75,-25.0333,46.3833,1627264732
Puerto Escondido,MX,4.38,70,81.14,83,15.85,-97.0667,1627264733
Necochea,AR,10.83,5,45.01,87,-38.5473,-58.7368,1627264199
Teahupoo,PF,5.46,4,76.96,69,-17.8333,-149.2667,1627264733
Tolaga Bay,NZ,21.23,100,52.75,91,-38.3667,178.3,1627264733
Türkan,AZ,23.02,20,80.78,69,40.3639,50.215,1627264734
Khovd,MN,3.85,23,68.92,48,48.0056,91.6419,1627264734
Bara,NG,8.61,99,71.37,97,10.3744,10.7288,1627264734
Nishihara,JP,14.97,75,85.66,89,26.1842,127.7558,1627264734
Varhaug,NO,14.29,51,69.85,61,58.6147,5.6457,1627264735
Dudinka,RU,5.73,83,60.66,62,69.4058,86.1778,1627264735
Kholm,RU,4.92,93,58.01,68,59.2667,32.85,1627264735
Cuautlalpan,MX,8.05,75,64.98,59,19.4373,-98.905,1627264736
Kieta,PG,4.27,26,83.77,72,-6.2167,155.6333,1627264195
Popondetta,PG,3.04,100,72.93,99,-8.7537,148.2534,1627264736
Praia,CV,6.96,98,74.86,75,14.9215,-23.5087,1627264736
Grenå,DK,16.17,100,68.22,86,56.4158,10.8783,1627264737
Belaya Gora,RU,9.86,8,60.3,34,68.5333,146.4167,1627264273
Altagracia de Orituco,VE,1.39,98,71.87,93,9.8601,-66.3814,1627264737
Uglekamensk,RU,4.68,63,88.54,53,43.2172,133.2303,1627264737
Rrëshen,AL,4.7,2,67.28,51,41.7675,19.8756,1627264738
Amapá,BR,2.24,12,70.68,97,1,-52,1627264738
Abomey,BJ,7.31,55,70.02,86,7.1829,1.9912,1627264738
Barra da Estiva,BR,2.8,0,55.51,90,-13.6261,-41.3269,1627264739
Vila Velha,BR,2.3,40,66.15,88,-20.3297,-40.2925,1627264739
Kudahuvadhoo,MV,6.4,100,82.58,73,2.6708,72.8944,1627264267
Morondava,MG,13.18,90,68.38,57,-20.2833,44.2833,1627264739
Warri,NG,4.23,90,71.55,86,5.5167,5.75,1627264739
Liverpool,GB,1.99,75,62.69,79,53.4106,-2.9779,1627264740
Shelburne,CA,7.83,0,70.56,55,44.0787,-80.2041,1627264740
St. George's,GD,9.93,100,79.68,86,12.0564,-61.7485,1627264469
Kahului,US,8.01,34,83.46,92,20.8947,-156.47,1627264741
Inuvik,CA,10.36,90,56.26,85,68.3499,-133.7218,1627264741
Cairns,AU,14.97,40,82.06,57,-16.9167,145.7667,1627264479
Beidao,CN,4.03,100,69.75,83,34.5686,105.8933,1627264741
Rota,ES,11.5,0,73.22,83,36.6224,-6.3586,1627264742
Husavik,IS,15.14,0,53.51,65,66.0449,-17.3389,1627264742
Balyqshy,KZ,8.95,0,68,42,47.0667,51.8667,1627264742
Kidodi,TZ,3.83,24,60.19,57,-7.6036,37.0044,1627264742
Qingquan,CN,6.42,79,85.15,68,30.4511,115.2559,1627264743
Nipawin,CA,5.75,75,75.24,38,53.3668,-104.0009,1627264743
Pontal do Paraná,BR,3.85,4,69.46,78,-25.6533,-48.5128,1627264743
La Paz,BO,5.75,40,39.18,55,-16.5,-68.15,1627264612
Yuli,NG,4.79,97,71.33,97,9.6989,10.2744,1627264744
Ascension,US,3.44,1,86.04,80,30.2169,-90.9001,1627264744
Ürümqi,CN,6.71,0,86.95,19,43.801,87.6005,1627264551
